device,replay_class,replay_id,parameter_name,parameter_value,baseline_DeltaS,deltaS_drift,replay_DeltaS,baseline_direction,replay_direction,Z_drift,replay_status,note
AS002,disorder_seed,seed_7,seed_index,7,0.032156854108136,-0.00210160050072752,0.0300552536074085,M0star_direction,M0star_direction,-0.052540012518188,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,disorder_seed,seed_8,seed_index,8,0.032156854108136,0.000703579304457936,0.0328604334125939,M0star_direction,M0star_direction,0.0175894826114484,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,disorder_seed,seed_9,seed_index,9,0.032156854108136,0.00315017907613084,0.0353070331842668,M0star_direction,M0star_direction,0.0787544769032711,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS002,disorder_seed,seed_10,seed_index,10,0.032156854108136,0.0039912863162123,0.0361481404243483,M0star_direction,M0star_direction,0.0997821579053074,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_1,seed_index,1,0.00501930572189299,0.00298807196974961,0.0080073776916426,near_tie,near_tie,0.0747017992437402,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_2,seed_index,2,0.00501930572189299,0.00204840966579192,0.00706771538768491,near_tie,near_tie,0.051210241644798,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_3,seed_index,3,0.00501930572189299,6.47729271782879e-05,0.00508407864907128,near_tie,near_tie,0.0016193231794572,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_4,seed_index,4,0.00501930572189299,-0.0019518754111955,0.00306743031069749,near_tie,near_tie,-0.0487968852798875,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_5,seed_index,5,0.00501930572189299,-0.0029737481131568,0.00204555760873619,near_tie,near_tie,-0.07434370282892,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_6,seed_index,6,0.00501930572189299,-0.00248004653469611,0.00253925918719688,near_tie,near_tie,-0.0620011633674027,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_7,seed_index,7,0.00501930572189299,-0.00072238627540248,0.00429691944649051,near_tie,near_tie,-0.018059656885062,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_8,seed_index,8,0.00501930572189299,0.00140343901262575,0.00642274473451874,near_tie,near_tie,0.0350859753156438,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_9,seed_index,9,0.00501930572189299,0.00281399993032422,0.00783330565221721,near_tie,near_tie,0.0703499982581054,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS003,disorder_seed,seed_10,seed_index,10,0.00501930572189299,0.00279040241992996,0.00780970814182295,near_tie,near_tie,0.069760060498249,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_1,seed_index,1,-0.009142548957498,0.00552822483714837,-0.00361432412034963,near_tie,near_tie,0.138205620928709,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_2,seed_index,2,-0.009142548957498,0.00256427928140298,-0.00657826967609502,near_tie,near_tie,0.0641069820350745,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_3,seed_index,3,-0.009142548957498,-0.00170655427521877,-0.0108491032327168,near_tie,near_tie,-0.0426638568804693,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_4,seed_index,4,-0.009142548957498,-0.00510764040561345,-0.0142501893631114,near_tie,near_tie,-0.127691010140336,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_5,seed_index,5,-0.009142548957498,-0.00590561149807225,-0.0150481604555702,near_tie,near_tie,-0.147640287451806,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_6,seed_index,6,-0.009142548957498,-0.00369378063150052,-0.0128363295889985,near_tie,near_tie,-0.0923445157875129,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_7,seed_index,7,-0.009142548957498,0.000400589949129333,-0.00874195900836867,near_tie,near_tie,0.0100147487282333,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_8,seed_index,8,-0.009142548957498,0.00429079938335615,-0.00485174957414185,near_tie,near_tie,0.107269984583904,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_9,seed_index,9,-0.009142548957498,0.00599419778301898,-0.00314835117447902,near_tie,near_tie,0.149854944575474,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,disorder_seed,seed_10,seed_index,10,-0.009142548957498,0.00464264611764008,-0.00449990283985792,near_tie,near_tie,0.116066152941002,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_1,seed_index,1,-0.12061186753391,0.00607104566544737,-0.114540821868463,structured_direction,structured_direction,0.151776141636184,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_2,seed_index,2,-0.12061186753391,0.00104970553720147,-0.119562161996709,structured_direction,structured_direction,0.0262426384300368,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_3,seed_index,3,-0.12061186753391,-0.00450661827280296,-0.125118485806713,structured_direction,structured_direction,-0.112665456820074,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_4,seed_index,4,-0.12061186753391,-0.00776613869326631,-0.128378006227176,structured_direction,structured_direction,-0.194153467331658,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_5,seed_index,5,-0.12061186753391,-0.00706763724576123,-0.127679504779671,structured_direction,structured_direction,-0.176690931144031,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_6,seed_index,6,-0.12061186753391,-0.00276710602793463,-0.123378973561845,structured_direction,structured_direction,-0.0691776506983658,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_7,seed_index,7,-0.12061186753391,0.00294368408457907,-0.117668183449331,structured_direction,structured_direction,0.0735921021144768,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_8,seed_index,8,-0.12061186753391,0.00715422208477127,-0.113457645449139,structured_direction,structured_direction,0.178855552119282,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_9,seed_index,9,-0.12061186753391,0.00771860224794473,-0.112893265285965,structured_direction,structured_direction,0.192965056198618,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,disorder_seed,seed_10,seed_index,10,-0.12061186753391,0.00434918754932871,-0.116262679984581,structured_direction,structured_direction,0.108729688733218,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_1,seed_index,1,-0.188002252409301,0.00524044341687276,-0.182761808992428,structured_direction,structured_direction,0.131011085421819,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_2,seed_index,2,-0.188002252409301,-0.0017746242484086,-0.18977687665771,structured_direction,structured_direction,-0.044365606210215,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_3,seed_index,3,-0.188002252409301,-0.00788525254426195,-0.195887504953563,structured_direction,structured_direction,-0.197131313606549,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_4,seed_index,4,-0.188002252409301,-0.00997715245560893,-0.19797940486491,structured_direction,structured_direction,-0.249428811390223,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_5,seed_index,5,-0.188002252409301,-0.00698418469216214,-0.194986437101463,structured_direction,structured_direction,-0.174604617304053,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_6,seed_index,6,-0.188002252409301,-0.000431718852087287,-0.188433971261388,structured_direction,structured_direction,-0.0107929713021822,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_7,seed_index,7,-0.188002252409301,0.00634077301699181,-0.181661479392309,structured_direction,structured_direction,0.158519325424795,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_8,seed_index,8,-0.188002252409301,0.00988168233877,-0.178120570070531,structured_direction,structured_direction,0.24704205846925,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_9,seed_index,9,-0.188002252409301,0.00838638044491778,-0.179615871964383,structured_direction,structured_direction,0.209659511122945,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,disorder_seed,seed_10,seed_index,10,-0.188002252409301,0.00261694973298663,-0.185385302676314,structured_direction,structured_direction,0.0654237433246656,completed,Frozen-context replay perturbation; no model refit or relabeling.
