device,replay_class,replay_id,parameter_name,parameter_value,baseline_DeltaS,deltaS_drift,replay_DeltaS,baseline_direction,replay_direction,Z_drift,replay_status,note
AS004,mesh_resolution,mesh_81,grid_size,81,-0.009142548957498,0.00148148148148148,-0.00766106747601652,near_tie,near_tie,0.037037037037037,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,mesh_resolution,mesh_101,grid_size,101,-0.009142548957498,0.000594059405940594,-0.00854848955155741,near_tie,near_tie,0.0148514851485148,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,mesh_resolution,mesh_121,grid_size,121,-0.009142548957498,0,-0.009142548957498,near_tie,near_tie,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS004,mesh_resolution,mesh_151,grid_size,151,-0.009142548957498,-0.000596026490066225,-0.00973857544756422,near_tie,near_tie,-0.0149006622516556,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,mesh_resolution,mesh_61,grid_size,61,-0.12061186753391,0.00491803278688525,-0.115693834747025,structured_direction,structured_direction,0.122950819672131,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,mesh_resolution,mesh_81,grid_size,81,-0.12061186753391,0.00246913580246914,-0.118142731731441,structured_direction,structured_direction,0.0617283950617284,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,mesh_resolution,mesh_101,grid_size,101,-0.12061186753391,0.00099009900990099,-0.119621768524009,structured_direction,structured_direction,0.0247524752475247,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,mesh_resolution,mesh_121,grid_size,121,-0.12061186753391,0,-0.12061186753391,structured_direction,structured_direction,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS005,mesh_resolution,mesh_151,grid_size,151,-0.12061186753391,-0.000993377483443709,-0.121605245017354,structured_direction,structured_direction,-0.0248344370860927,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,mesh_resolution,mesh_61,grid_size,61,-0.188002252409301,0.0059016393442623,-0.182100613065039,structured_direction,structured_direction,0.147540983606557,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,mesh_resolution,mesh_81,grid_size,81,-0.188002252409301,0.00296296296296296,-0.185039289446338,structured_direction,structured_direction,0.0740740740740741,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,mesh_resolution,mesh_101,grid_size,101,-0.188002252409301,0.00118811881188119,-0.18681413359742,structured_direction,structured_direction,0.0297029702970297,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,mesh_resolution,mesh_121,grid_size,121,-0.188002252409301,0,-0.188002252409301,structured_direction,structured_direction,0,completed,Frozen-context replay perturbation; no model refit or relabeling.
AS006,mesh_resolution,mesh_151,grid_size,151,-0.188002252409301,-0.00119205298013245,-0.189194305389433,structured_direction,structured_direction,-0.0298013245033113,completed,Frozen-context replay perturbation; no model refit or relabeling.
