synthetic_id,evidence_config,true_model,candidate_model,seed,primary_score,primary_curve_score,primary_onset_score,primary_width_score,primary_lowT_score,secondary_score,total_score,complexity_K,penalized_score,structured_candidate,selected_model,selected_score,run_status,second_best_model,second_best_score,selection_margin,unresolved
primary_only_M0_seed_0004,primary_only,M0,M1,4,0.231317678364869,0.016982753626466,0.41296518607443,0.733273307448208,0.20161512146346,NaN,0.231317678364869,1,0.241317678364869,1,M0,0.0140371206581465,scored,M1,0.241317678364869,0.227280557706723,0
primary_only_M0_seed_0004,primary_only,M0,M2,4,0.356537027037946,0.0524078698894391,0.516206482593037,1.14242092382363,0.371524380007162,NaN,0.356537027037946,2,0.376537027037947,1,M0,0.0140371206581465,scored,M1,0.241317678364869,0.227280557706723,0
primary_only_M0_seed_0005,primary_only,M0,M0,5,0.020000283020163,0.00066388105425857,0.0516206482593035,0.0132001136606604,0.0490946386138262,NaN,0.020000283020163,0,0.020000283020163,0,M0,0.020000283020163,scored,M1,0.227343171609798,0.207342888589635,0
primary_only_M0_seed_0005,primary_only,M0,M1,5,0.217343171609798,0.00640556498139578,0.464585834333733,0.713932755107467,0.0942220599082208,NaN,0.217343171609798,1,0.227343171609798,1,M0,0.020000283020163,scored,M1,0.227343171609798,0.207342888589635,0
primary_only_M0_seed_0005,primary_only,M0,M2,5,0.337245143400149,0.0311959274789164,0.567827130852341,1.12308037148289,0.264131318451923,NaN,0.337245143400149,2,0.357245143400149,1,M0,0.020000283020163,scored,M1,0.227343171609798,0.207342888589635,0
primary_only_M0_seed_0006,primary_only,M0,M0,6,0.0381284877247361,0.00231502650005538,0.103241296518608,0.016775506900847,0.0920425942390654,NaN,0.0381284877247361,0,0.0381284877247361,0,M0,0.0381284877247361,scored,M1,0.23039529250632,0.192266804781584,0
primary_only_M0_seed_0006,primary_only,M0,M1,6,0.22039529250632,0.00367331618623382,0.516206482593037,0.717508148347654,0.0512741042829817,NaN,0.22039529250632,1,0.23039529250632,1,M0,0.0381284877247361,scored,M1,0.23039529250632,0.192266804781584,0
primary_only_M0_seed_0006,primary_only,M0,M2,6,0.338063366774242,0.0239958836388958,0.619447779111645,1.12665576472308,0.221183362826683,NaN,0.338063366774242,2,0.358063366774242,1,M0,0.0381284877247361,scored,M1,0.23039529250632,0.192266804781584,0
primary_only_M0_seed_0007,primary_only,M0,M0,7,0.009047862976858,0.000578705696041866,0,0.016877943972639,0.0415121235529415,NaN,0.009047862976858,0,0.009047862976858,0,M0,0.009047862976858,scored,M1,0.23082362862724,0.221775765650382,0
primary_only_M0_seed_0007,primary_only,M0,M1,7,0.22082362862724,0.015856126959961,0.41296518607443,0.683854697474168,0.184828822074989,NaN,0.22082362862724,1,0.23082362862724,1,M0,0.009047862976858,scored,M1,0.23082362862724,0.221775765650382,0
primary_only_M0_seed_0007,primary_only,M0,M2,7,0.345607290180988,0.0504098689842761,0.516206482593037,1.0930023138496,0.35473808061869,NaN,0.345607290180988,2,0.365607290180988,1,M0,0.009047862976858,scored,M1,0.23082362862724,0.221775765650382,0
primary_only_M0_seed_0008,primary_only,M0,M0,8,0.0831600763745027,0.00302275027820148,0.154861944777911,0.273401394021455,0.06444068784401,NaN,0.0831600763745027,0,0.0831600763745027,0,M0,0.0831600763745027,scored,M1,0.313230433915278,0.230070357540775,0
primary_only_M0_seed_0008,primary_only,M0,M1,8,0.303230433915278,0.0247625889393236,0.567827130852341,0.974134035468262,0.207757386366057,NaN,0.303230433915278,1,0.313230433915278,1,M0,0.0831600763745027,scored,M1,0.313230433915278,0.230070357540775,0
primary_only_M0_seed_0008,primary_only,M0,M2,8,0.431016381673183,0.0653209033719517,0.671068427370949,1.38328165184369,0.377666644909759,NaN,0.431016381673183,2,0.451016381673183,1,M0,0.0831600763745027,scored,M1,0.313230433915278,0.230070357540775,0
primary_only_M0_seed_0009,primary_only,M0,M0,9,0.0426931893838759,0.00084899360530817,0.154861944777911,0.0203289514130699,0.054979739424527,NaN,0.0426931893838759,0,0.0426931893838759,0,M0,0.0426931893838759,scored,M1,0.24181610847414,0.199122919090265,0
primary_only_M0_seed_0009,primary_only,M0,M1,9,0.23181610847414,0.00587916986796742,0.567827130852341,0.680403690033737,0.0883369590975201,NaN,0.23181610847414,1,0.24181610847414,1,M0,0.0426931893838759,scored,M1,0.24181610847414,0.199122919090265,0
primary_only_M0_seed_0009,primary_only,M0,M2,9,0.351370803295192,0.0299749784268892,0.671068427370949,1.08955130640916,0.258246217641222,NaN,0.351370803295192,2,0.371370803295192,1,M0,0.0426931893838759,scored,M1,0.24181610847414,0.199122919090265,0
primary_only_M0_seed_0010,primary_only,M0,M0,10,0.0498303898189555,0.00229225824373591,0.154861944777911,0.0312223576291634,0.0868567873142054,NaN,0.0498303898189555,0,0.0498303898189555,0,M0,0.0498303898189555,scored,M1,0.24367166273414,0.193841272915184,0
primary_only_M0_seed_0010,primary_only,M0,M1,10,0.23367166273414,0.0036880000421998,0.567827130852341,0.73195499907597,0.0564599112078417,NaN,0.23367166273414,1,0.24367166273414,1,M0,0.0498303898189555,scored,M1,0.24367166273414,0.193841272915184,0
primary_only_M0_seed_0010,primary_only,M0,M2,10,0.351361807898557,0.0240547092878523,0.671068427370949,1.1411026154514,0.226369169751543,NaN,0.351361807898557,2,0.371361807898557,1,M0,0.0498303898189555,scored,M1,0.24367166273414,0.193841272915184,0
primary_only_M0_seed_0011,primary_only,M0,M0,11,0.00873690197107352,6.76911811369557e-05,0,0.0429560893621602,0.0150642865078734,NaN,0.00873690197107352,0,0.00873690197107352,0,M0,0.00873690197107352,scored,M1,0.228114327397147,0.219377425426074,0
primary_only_M0_seed_0011,primary_only,M0,M1,11,0.218114327397147,0.00946023751757997,0.41296518607443,0.743688730808967,0.128252412014174,NaN,0.218114327397147,1,0.228114327397147,1,M0,0.00873690197107352,scored,M1,0.228114327397147,0.219377425426074,0
primary_only_M0_seed_0011,primary_only,M0,M2,11,0.339857289328511,0.0379325802971271,0.516206482593037,1.15283634718439,0.298161670557876,NaN,0.339857289328511,2,0.359857289328511,1,M0,0.00873690197107352,scored,M1,0.228114327397147,0.219377425426074,0
primary_only_M0_seed_0012,primary_only,M0,M0,12,0.0186863079708073,0.00030069687429874,0.0516206482593035,0.0200508258024807,0.0346947067428341,NaN,0.0186863079708073,0,0.0186863079708073,0,M0,0.0186863079708073,scored,M1,0.224173830507176,0.205487522536369,0
primary_only_M0_seed_0012,primary_only,M0,M1,12,0.214173830507176,0.0141713841340505,0.361344537815126,0.720783467249288,0.178011405264881,NaN,0.214173830507176,1,0.224173830507176,1,M0,0.0186863079708073,scored,M1,0.224173830507176,0.205487522536369,0
primary_only_M0_seed_0012,primary_only,M0,M2,12,0.338267136128849,0.0473444142942153,0.464585834333734,1.12993108362471,0.347920663808583,NaN,0.338267136128849,2,0.358267136128849,1,M0,0.0186863079708073,scored,M1,0.224173830507176,0.205487522536369,0
primary_only_M0_seed_0013,primary_only,M0,M0,13,0.0594899127133729,0.0107965318076922,0.103241296518607,0.028180384564405,0.194775532140964,NaN,0.0594899127133729,0,0.0594899127133729,0,M0,0.0594899127133729,scored,M1,0.189647814674711,0.130157901961338,0
primary_only_M0_seed_0013,primary_only,M0,M1,13,0.179647814674711,0.00129451563805428,0.309723889555823,0.728913026011212,0.0514588336189169,NaN,0.179647814674711,1,0.189647814674711,1,M0,0.0594899127133729,scored,M1,0.189647814674711,0.130157901961338,0
primary_only_M0_seed_0013,primary_only,M0,M2,13,0.276337035454881,0.0105346762865629,0.41296518607443,1.13806064238664,0.118450424924785,NaN,0.276337035454881,2,0.296337035454881,1,M0,0.0594899127133729,scored,M1,0.189647814674711,0.130157901961338,0
primary_only_M0_seed_0014,primary_only,M0,M0,14,0.0170404266562345,0.000104437424207353,0,0.0927179719103531,0.0205367477171855,NaN,0.0170404266562345,0,0.0170404266562345,0,M0,0.0170404266562345,scored,M1,0.214672974189605,0.197632547533371,0
primary_only_M0_seed_0014,primary_only,M0,M1,14,0.204672974189605,0.0125994392167329,0.41296518607443,0.608014669536454,0.163853446239233,NaN,0.204672974189605,1,0.214672974189605,1,M0,0.0170404266562345,scored,M1,0.214672974189605,0.197632547533371,0
primary_only_M0_seed_0014,primary_only,M0,M2,14,0.32804418655851,0.044328282871361,0.516206482593037,1.01716228591188,0.333762704782934,NaN,0.32804418655851,2,0.34804418655851,1,M0,0.0170404266562345,scored,M1,0.214672974189605,0.197632547533371,0
primary_only_M0_seed_0015,primary_only,M0,M0,15,0.024656902881935,0.00115973856378595,0.0516206482593035,0.0256406190972885,0.06604540722392,NaN,0.024656902881935,0,0.024656902881935,0,M0,0.024656902881935,scored,M1,0.226101729216225,0.20144482633429,0
primary_only_M0_seed_0015,primary_only,M0,M1,15,0.216101729216225,0.00527575914628919,0.464585834333733,0.726373260544095,0.077271291298127,NaN,0.216101729216225,1,0.226101729216225,1,M0,0.024656902881935,scored,M1,0.226101729216225,0.20144482633429,0
primary_only_M0_seed_0015,primary_only,M0,M2,15,0.335172885868146,0.028404491366951,0.567827130852341,1.13552087691952,0.247180549841829,NaN,0.335172885868146,2,0.355172885868146,1,M0,0.024656902881935,scored,M1,0.226101729216225,0.20144482633429,0
primary_only_M0_seed_0016,primary_only,M0,M0,16,0.0312939684287469,0.00109357828099474,0.103241296518607,0.0159428040967992,0.0513833291333882,NaN,0.0312939684287469,0,0.0312939684287469,0,M0,0.0312939684287469,scored,M1,0.212817074681622,0.181523106252875,0
primary_only_M0_seed_0016,primary_only,M0,M1,16,0.202817074681622,0.0178976340392828,0.309723889555823,0.684789837350008,0.194700027655435,NaN,0.202817074681622,1,0.212817074681622,1,M0,0.0312939684287469,scored,M1,0.212817074681622,0.181523106252875,0
primary_only_M0_seed_0016,primary_only,M0,M2,16,0.328421101102288,0.054092105797432,0.41296518607443,1.09393745372543,0.364609286199137,NaN,0.328421101102288,2,0.348421101102288,1,M0,0.0312939684287469,scored,M1,0.212817074681622,0.181523106252875,0
primary_only_M0_seed_0017,primary_only,M0,M0,17,0.0162518027653884,0.000112682710252015,0.0516206482593035,0.0158607909651634,0.0232814207575141,NaN,0.0162518027653884,0,0.0162518027653884,0,M0,0.0162518027653884,scored,M1,0.216220865590502,0.199969062825113,0
primary_only_M0_seed_0017,primary_only,M0,M1,17,0.206220865590502,0.0124629251265913,0.361344537815126,0.684871850481643,0.166598119279561,NaN,0.206220865590502,1,0.216220865590502,1,M0,0.0162518027653884,scored,M1,0.216220865590502,0.199969062825113,0
primary_only_M0_seed_0017,primary_only,M0,M2,17,0.329482667853578,0.0439729485695633,0.464585834333734,1.09401946685707,0.336507377823263,NaN,0.329482667853578,2,0.349482667853578,1,M0,0.0162518027653884,scored,M1,0.216220865590502,0.199969062825113,0
primary_only_M0_seed_0018,primary_only,M0,M0,18,0.231402854062197,0.00479435699700572,0.671068427370949,0.567505912752687,0.06444068784401,NaN,0.231402854062197,0,0.231402854062197,0,M0,0.231402854062197,scored,M1,0.462935573395619,0.231532719333422,0
primary_only_M0_seed_0018,primary_only,M0,M1,18,0.452935573395619,0.0294589192434209,1.08403361344538,1.26823855419949,0.207757386366057,NaN,0.452935573395619,1,0.462935573395619,1,M0,0.231402854062197,scored,M1,0.462935573395619,0.231532719333422,0
primary_only_M0_seed_0018,primary_only,M0,M2,18,0.581641914066916,0.0718580195028345,1.18727490996399,1.67738617057492,0.377666644909759,NaN,0.581641914066916,2,0.601641914066916,1,M0,0.231402854062197,scored,M1,0.462935573395619,0.231532719333422,0
primary_only_M0_seed_0019,primary_only,M0,M0,19,0.0581985360996278,0.00586390710186768,0.154861944777911,0.0215598453061596,0.140401445314585,NaN,0.0581985360996278,0,0.0581985360996278,0,M0,0.0581985360996278,scored,M1,0.226776361402692,0.168577825303064,0
primary_only_M0_seed_0019,primary_only,M0,M1,19,0.216776361402692,0.00179545566001413,0.567827130852341,0.679172796140647,0.00291525320746211,NaN,0.216776361402692,1,0.226776361402692,1,M0,0.0581985360996278,scored,M1,0.226776361402692,0.168577825303064,0
primary_only_M0_seed_0019,primary_only,M0,M2,19,0.331635032288827,0.0164992163491039,0.671068427370949,1.08832041251607,0.172824511751164,NaN,0.331635032288827,2,0.351635032288827,1,M0,0.0581985360996278,scored,M1,0.226776361402692,0.168577825303064,0
primary_only_M0_seed_0020,primary_only,M0,M0,20,0.0264582793328462,0.00219452332058168,0.0516206482593035,0.0106830048353406,0.0895629153026237,NaN,0.0264582793328462,0,0.0264582793328462,0,M0,0.0264582793328462,scored,M1,0.216350489481169,0.189892210148323,0
primary_only_M0_seed_0020,primary_only,M0,M1,20,0.206350489481169,0.00372561927957825,0.464585834333733,0.690049636611466,0.0537537832194233,NaN,0.206350489481169,1,0.216350489481169,1,M0,0.0264582793328462,scored,M1,0.216350489481169,0.189892210148323,0
primary_only_M0_seed_0020,primary_only,M0,M2,20,0.32414119622352,0.0242934516810988,0.567827130852341,1.09919725298689,0.223663041763125,NaN,0.32414119622352,2,0.34414119622352,1,M0,0.0264582793328462,scored,M1,0.216350489481169,0.189892210148323,0
primary_only_M0_seed_0021,primary_only,M0,M0,21,0.0716195474804729,0.00310313673806197,0.154861944777911,0.196196579861721,0.06444068784401,NaN,0.0716195474804729,0,0.0716195474804729,0,M0,0.0716195474804729,scored,M1,0.301728485636204,0.230108938155731,0
primary_only_M0_seed_0021,primary_only,M0,M1,21,0.291728485636204,0.0249201366290963,0.567827130852341,0.896929221308528,0.207757386366057,NaN,0.291728485636204,1,0.301728485636204,1,M0,0.0716195474804729,scored,M1,0.301728485636204,0.230108938155731,0
primary_only_M0_seed_0021,primary_only,M0,M2,21,0.419569323913385,0.0655882321002766,0.671068427370949,1.30607683768396,0.377666644909759,NaN,0.419569323913385,2,0.439569323913385,1,M0,0.0716195474804729,scored,M1,0.301728485636204,0.230108938155731,0
primary_only_M0_seed_0022,primary_only,M0,M0,22,0.10447467317672,0.00246661749757482,0.258103241296518,0.279697419946852,0.06444068784401,NaN,0.10447467317672,0,0.10447467317672,0,M0,0.10447467317672,scored,M1,0.334028701300613,0.229554028123893,0
primary_only_M0_seed_0022,primary_only,M0,M1,22,0.324028701300613,0.0231737973249321,0.671068427370948,0.980430061393659,0.207757386366057,NaN,0.324028701300613,1,0.334028701300613,1,M0,0.10447467317672,scored,M1,0.334028701300613,0.229554028123893,0
primary_only_M0_seed_0022,primary_only,M0,M2,22,0.45121346537968,0.0625297443998841,0.774309723889556,1.38957767776909,0.377666644909759,NaN,0.45121346537968,2,0.47121346537968,1,M0,0.10447467317672,scored,M1,0.334028701300613,0.229554028123893,0
primary_only_M0_seed_0023,primary_only,M0,M0,23,0.0323791091062211,0.00141917444285846,0.103241296518607,0.018806908506965,0.0546681753668378,NaN,0.0323791091062211,0,0.0323791091062211,0,M0,0.0323791091062211,scored,M1,0.213410093690484,0.181030984584263,0
primary_only_M0_seed_0023,primary_only,M0,M1,23,0.203410093690484,0.0189574495100202,0.309723889555823,0.681925732939842,0.197984873888885,NaN,0.203410093690484,1,0.213410093690484,1,M0,0.0323791091062211,scored,M1,0.213410093690484,0.181030984584263,0
primary_only_M0_seed_0023,primary_only,M0,M2,23,0.329389954991282,0.055903591028435,0.41296518607443,1.09107334931527,0.367894132432587,NaN,0.329389954991282,2,0.349389954991282,1,M0,0.0323791091062211,scored,M1,0.213410093690484,0.181030984584263,0
primary_only_M0_seed_0024,primary_only,M0,M0,24,0.127162720297838,0.00324116883092706,0.361344537815126,0.290714167618321,0.06444068784401,NaN,0.127162720297838,0,0.127162720297838,0,M0,0.127162720297838,scored,M1,0.357476402342891,0.230313682045053,0
primary_only_M0_seed_0024,primary_only,M0,M1,24,0.347476402342891,0.0254676565006042,0.774309723889556,0.991446809065128,0.207757386366057,NaN,0.347476402342891,1,0.357476402342891,1,M0,0.127162720297838,scored,M1,0.357476402342891,0.230313682045053,0
primary_only_M0_seed_0024,primary_only,M0,M2,24,0.475408815541361,0.0663189018143626,0.877551020408163,1.40059442544055,0.377666644909759,NaN,0.475408815541361,2,0.495408815541361,1,M0,0.127162720297838,scored,M1,0.357476402342891,0.230313682045053,0
primary_only_M0_seed_0025,primary_only,M0,M0,25,0.00746341330057802,0.000590020100703323,0,0.00457919366455339,0.0432101613369557,NaN,0.00746341330057802,0,0.00746341330057802,0,M0,0.00746341330057802,scored,M1,0.234333340233089,0.226869926932511,0
primary_only_M0_seed_0025,primary_only,M0,M1,25,0.224333340233089,0.0159289975452966,0.41296518607443,0.70531183511136,0.186526859859003,NaN,0.224333340233089,1,0.234333340233089,1,M0,0.00746341330057802,scored,M1,0.234333340233089,0.226869926932511,0
primary_only_M0_seed_0025,primary_only,M0,M2,25,0.349142860650325,0.0505344572965867,0.516206482593037,1.11445945148679,0.356436118402705,NaN,0.349142860650325,2,0.369142860650325,1,M0,0.00746341330057802,scored,M1,0.234333340233089,0.226869926932511,0
primary_only_M0_seed_0026,primary_only,M0,M0,26,0.0205543797380523,0.000749743037745584,0.0516206482593035,0.0118865412378342,0.0538159825442914,NaN,0.0205543797380523,0,0.0205543797380523,0,M0,0.0205543797380523,scored,M1,0.244154684620937,0.223600304882885,0
primary_only_M0_seed_0026,primary_only,M0,M1,26,0.234154684620937,0.0166814011257878,0.464585834333733,0.688846100208973,0.197132681066338,NaN,0.234154684620937,1,0.244154684620937,1,M0,0.0205543797380523,scored,M1,0.244154684620937,0.223600304882885,0
primary_only_M0_seed_0026,primary_only,M0,M2,26,0.359272340190751,0.0519031311822343,0.567827130852341,1.0979937165844,0.36704193961004,NaN,0.359272340190751,2,0.379272340190751,1,M0,0.0205543797380523,scored,M1,0.244154684620937,0.223600304882885,0
primary_only_M0_seed_0027,primary_only,M0,M0,27,0.0372638549423942,0.000199484374676431,0.154861944777911,0.00959234167673977,0.0316858169864187,NaN,0.0372638549423942,0,0.0372638549423942,0,M0,0.0372638549423942,scored,M1,0.200941352723584,0.16367749778119,0
primary_only_M0_seed_0027,primary_only,M0,M1,27,0.190941352723584,0.0130431593389567,0.258103241296518,0.710324983123547,0.175002515508466,NaN,0.190941352723584,1,0.200941352723584,1,M0,0.0372638549423942,scored,M1,0.200941352723584,0.16367749778119,0
primary_only_M0_seed_0027,primary_only,M0,M2,27,0.314450689580975,0.0450482519705563,0.361344537815126,1.11947259949897,0.344911774052168,NaN,0.314450689580975,2,0.334450689580975,1,M0,0.0372638549423942,scored,M1,0.200941352723584,0.16367749778119,0
primary_only_M0_seed_0028,primary_only,M0,M0,28,0.00557585758247532,0.000347857546062267,0,0.000351627270135221,0.0356612314594927,NaN,0.00557585758247532,0,0.00557585758247532,0,M0,0.00557585758247532,scored,M1,0.217641666443113,0.212065808860638,0
primary_only_M0_seed_0028,primary_only,M0,M1,28,0.207641666443113,0.00747533772260598,0.41296518607443,0.701084268716942,0.107655467062554,NaN,0.207641666443113,1,0.217641666443113,1,M0,0.00557585758247532,scored,M1,0.217641666443113,0.212065808860638,0
primary_only_M0_seed_0028,primary_only,M0,M2,28,0.32826269090427,0.0337038055617367,0.516206482593037,1.11023188509237,0.277564725606256,NaN,0.32826269090427,2,0.34826269090427,1,M0,0.00557585758247532,scored,M1,0.217641666443113,0.212065808860638,0
primary_only_M0_seed_0029,primary_only,M0,M0,29,0.0138974884514123,8.05699594925059e-05,0.0516206482593035,0.0151924381289551,0.00836138733641364,NaN,0.0138974884514123,0,0.0138974884514123,0,M0,0.0138974884514123,scored,M1,0.210023263504124,0.196125775052711,0
primary_only_M0_seed_0029,primary_only,M0,M1,29,0.200023263504124,0.00936005753115115,0.361344537815126,0.685540203317852,0.134955311185633,NaN,0.200023263504124,1,0.210023263504124,1,M0,0.0138974884514123,scored,M1,0.210023263504124,0.196125775052711,0
primary_only_M0_seed_0029,primary_only,M0,M2,29,0.321713654336633,0.0377272581129876,0.464585834333734,1.09468781969328,0.304864569729335,NaN,0.321713654336633,2,0.341713654336633,1,M0,0.0138974884514123,scored,M1,0.210023263504124,0.196125775052711,0
primary_only_M0_seed_0030,primary_only,M0,M0,30,0.0169034489788329,0.000305614491290854,0.0516206482593035,0.0122163766765377,0.0306270371989742,NaN,0.0169034489788329,0,0.0169034489788329,0,M0,0.0169034489788329,scored,M1,0.226936043463983,0.21003259448515,0
primary_only_M0_seed_0030,primary_only,M0,M1,30,0.216936043463983,0.00767597536647,0.464585834333733,0.688516264770269,0.112689661323073,NaN,0.216936043463983,1,0.226936043463983,1,M0,0.0169034489788329,scored,M1,0.226936043463983,0.21003259448515,0
primary_only_M0_seed_0030,primary_only,M0,M2,30,0.337663619391308,0.0341175461379392,0.567827130852341,1.0976638811457,0.282598919866775,NaN,0.337663619391308,2,0.357663619391308,1,M0,0.0169034489788329,scored,M1,0.226936043463983,0.21003259448515,0
primary_only_M0_seed_0031,primary_only,M0,M0,31,0.0313230828413365,0.00123640422089881,0.103241296518608,0.0150569067838064,0.0519872360639638,NaN,0.0313230828413365,0,0.0313230828413365,0,M0,0.0313230828413365,scored,M1,0.237010887492384,0.205687804651048,0
primary_only_M0_seed_0031,primary_only,M0,M1,31,0.227010887492384,0.00540347874094447,0.516206482593037,0.715789548230613,0.0913294624580833,NaN,0.227010887492384,1,0.237010887492384,1,M0,0.0313230828413365,scored,M1,0.237010887492384,0.205687804651048,0
primary_only_M0_seed_0031,primary_only,M0,M2,31,0.346082774577731,0.028533671828457,0.619447779111645,1.12493716460604,0.261238721001785,NaN,0.346082774577731,2,0.366082774577731,1,M0,0.0313230828413365,scored,M1,0.237010887492384,0.205687804651048,0
primary_only_M0_seed_0032,primary_only,M0,M0,32,0.0142551986290907,5.42880925073133e-05,0.0516206482593035,0.0131010564707574,0.0129251097357513,NaN,0.0142551986290907,0,0.0142551986290907,0,M0,0.0142551986290907,scored,M1,0.235484999957788,0.221229801328697,0
primary_only_M0_seed_0032,primary_only,M0,M1,32,0.225484999957788,0.011973648211928,0.464585834333733,0.687631584976049,0.156241808257798,NaN,0.225484999957788,1,0.235484999957788,1,M0,0.0142551986290907,scored,M1,0.235484999957788,0.221229801328697,0
primary_only_M0_seed_0032,primary_only,M0,M2,32,0.348552672207517,0.0430954116282052,0.567827130852341,1.09677920135148,0.3261510668015,NaN,0.348552672207517,2,0.368552672207517,1,M0,0.0142551986290907,scored,M1,0.235484999957788,0.221229801328697,0
primary_only_M0_seed_0033,primary_only,M0,M0,33,0.0131628220715006,5.26284081362831e-05,0.0516206482593035,0.00682627652140967,0.0119229115824019,NaN,0.0131628220715006,0,0.0131628220715006,0,M0,0.0131628220715006,scored,M1,0.215620914951018,0.202458092879517,0
primary_only_M0_seed_0033,primary_only,M0,M1,33,0.205620914951018,0.0119602222670318,0.361344537815126,0.693906364925397,0.155239610104449,NaN,0.205620914951018,1,0.215620914951018,1,M0,0.0131628220715006,scored,M1,0.215620914951018,0.202458092879517,0
primary_only_M0_seed_0033,primary_only,M0,M2,33,0.328689325683103,0.0430834626480194,0.464585834333734,1.10305398130082,0.325148868648151,NaN,0.328689325683103,2,0.348689325683103,1,M0,0.0131628220715006,scored,M1,0.215620914951018,0.202458092879517,0
primary_only_M0_seed_0034,primary_only,M0,M0,34,0.0170711532972733,4.62905039442791e-05,0.0516206482593035,0.0303600248121175,0.0144658311441521,NaN,0.0170711532972733,0,0.0170711532972733,0,M0,0.0170711532972733,scored,M1,0.236862574160412,0.219791420863138,0
primary_only_M0_seed_0034,primary_only,M0,M1,34,0.226862574160412,0.0099077544962845,0.464585834333733,0.731092666258924,0.128850867377895,NaN,0.226862574160412,1,0.236862574160412,1,M0,0.0170711532972733,scored,M1,0.236862574160412,0.219791420863138,0
primary_only_M0_seed_0034,primary_only,M0,M2,34,0.348852465618357,0.0388739563289927,0.567827130852341,1.14024028263435,0.298760125921597,NaN,0.348852465618357,2,0.368852465618357,1,M0,0.0170711532972733,scored,M1,0.236862574160412,0.219791420863138,0
primary_only_M0_seed_0035,primary_only,M0,M0,35,0.0347549471495738,2.66405394434589e-05,0.154861944777911,0.0243277417598106,0.000800511068654905,NaN,0.0347549471495738,0,0.0347549471495738,0,M0,0.0347549471495738,scored,M1,0.259143471016088,0.224388523866514,0
primary_only_M0_seed_0035,primary_only,M0,M1,35,0.249143471016088,0.0104028118520432,0.567827130852341,0.725060383206617,0.144117209590702,NaN,0.249143471016088,1,0.259143471016088,1,M0,0.0347549471495738,scored,M1,0.259143471016088,0.224388523866514,0
primary_only_M0_seed_0035,primary_only,M0,M2,35,0.371394584840399,0.039891458417483,0.671068427370949,1.13420799958204,0.314026468134404,NaN,0.371394584840399,2,0.391394584840399,1,M0,0.0347549471495738,scored,M1,0.259143471016088,0.224388523866514,0
primary_only_M0_seed_0036,primary_only,M0,M0,36,0.0169716165987631,2.49449157163694e-05,0.0516206482593035,0.0365840125793231,0.00764941734763858,NaN,0.0169716165987631,0,0.0169716165987631,0,M0,0.0169716165987631,scored,M1,0.218336878829296,0.201365262230533,0
