device,sourceVersion,sourceRole,sourceFile,caseName,topology,linkClass,calibrationMode,seed,mechanism,parameterSignature,alphaGap,gammaW,pW,meanW,minW,activeWeakLinkFraction,shapeScore,conductanceScore,evidenceScore,scoreBasis,shapeAsymmetry,conductanceAsymmetry,asymmetryScore
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,contact_relaxed_a4_1_g0_4_p0_3,contact_relaxation,contact_relaxed,conductance,202,contact-relaxed weak links,contact_relaxed_a4_1_g0_4_p0_3|contact_relaxation|contact_relaxed|alpha=4.1|gamma=0.4|p=0.3,4.1,0.4,0.3,0.819869281045749,0.4,0.300217864923747,0.210575952457381,0.191566523916474,0.191566523916474,conductanceScore,0.048695063057824,0.0481687470734647,0.0481687470734647
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_7_g0_05_p0_3,tear_lane,crack_tunnel,shape,101,crack/tunnel-like weak links,crack_tunnel_a3_7_g0_05_p0_3|tear_lane|crack_tunnel|alpha=3.7|gamma=0.05|p=0.3,3.7,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.191606476059796,0.229854922573188,0.191606476059796,shapeScore,0.0554623601239067,0.201557433798509,0.0554623601239067
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_2,combined,boundary_constriction,conductance,202,combined physical bottleneck,combined_a3_3_g0_05_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.2,3.3,0.05,0.2,0.810000000000001,0.05,0.2,0.19417804621153,0.191764940007562,0.191764940007562,conductanceScore,0.0495447281515769,0.0485558183494812,0.0485558183494812
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,contact_relaxed_a4_1_g0_4_p0_3,contact_relaxation,contact_relaxed,conductance,101,contact-relaxed weak links,contact_relaxed_a4_1_g0_4_p0_3|contact_relaxation|contact_relaxed|alpha=4.1|gamma=0.4|p=0.3,4.1,0.4,0.3,0.819869281045749,0.4,0.300217864923747,0.210362340934033,0.191925588517434,0.191925588517434,conductanceScore,0.0485278900757276,0.0517270731848423,0.0517270731848423
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a4_1_g0_05_p0_3,tear_lane,crack_tunnel,shape,606,crack/tunnel-like weak links,crack_tunnel_a4_1_g0_05_p0_3|tear_lane|crack_tunnel|alpha=4.1|gamma=0.05|p=0.3,4.1,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.19194646631065,0.233148031857645,0.19194646631065,shapeScore,0.0580658667397029,0.20186464559373,0.0580658667397029
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,anisotropic_gap_control,anisotropic,anisotropic,shape,101,anisotropic control,anisotropic_gap_control|anisotropic|anisotropic|alpha=3.7|gamma=0.01|p=0.08,3.7,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,0.191957584404871,0.197684934973304,0.191957584404871,shapeScore,0.0480100407027912,0.0464789074414148,0.0480100407027912
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_3,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a3_3_g0_1_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.3,3.3,0.1,0.3,0.729803921568629,0.1,0.300217864923747,0.192054059944126,0.193390962318491,0.192054059944126,shapeScore,0.0543340553524824,0.0484703542047769,0.0543340553524824
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_3_g0_05_p0_3,tear_lane,crack_tunnel,shape,606,crack/tunnel-like weak links,crack_tunnel_a3_3_g0_05_p0_3|tear_lane|crack_tunnel|alpha=3.3|gamma=0.05|p=0.3,3.3,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.19206727569507,0.233179187565109,0.19206727569507,shapeScore,0.0693999923426257,0.203532616059882,0.0693999923426257
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_7_g0_05_p0_2,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a3_7_g0_05_p0_2|combined|boundary_constriction|alpha=3.7|gamma=0.05|p=0.2,3.7,0.05,0.2,0.810000000000001,0.05,0.2,0.192172246605406,0.193716061829151,0.192172246605406,shapeScore,0.0539947723643238,0.0485193989133084,0.0539947723643238
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_2,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a3_3_g0_1_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.2,3.3,0.1,0.2,0.820000000000001,0.1,0.2,0.192618782434483,0.197193705435299,0.192618782434483,shapeScore,0.046993983266406,0.0465504476360845,0.046993983266406
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_3,combined,boundary_constriction,conductance,606,combined physical bottleneck,combined_a3_3_g0_05_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.3,3.3,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.196551220790457,0.192639402927752,0.192639402927752,conductanceScore,0.0714420520984503,0.0541329649114893,0.0541329649114893
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_7_g0_1_p0_3,tear_lane,crack_tunnel,shape,101,crack/tunnel-like weak links,crack_tunnel_a3_7_g0_1_p0_3|tear_lane|crack_tunnel|alpha=3.7|gamma=0.1|p=0.3,3.7,0.1,0.3,0.72980392156863,0.1,0.300217864923747,0.192685260228882,0.206256997496498,0.192685260228882,shapeScore,0.0543102153199885,0.121517667000982,0.0543102153199885
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_3,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a3_3_g0_05_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.3,3.3,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.192748146827603,0.194001270772129,0.192748146827603,shapeScore,0.0622087154252756,0.0792552162256893,0.0622087154252756
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_2,combined,boundary_constriction,shape,101,combined physical bottleneck,combined_a3_3_g0_1_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.2,3.3,0.1,0.2,0.820000000000001,0.1,0.2,0.192756697304983,0.200833484237687,0.192756697304983,shapeScore,0.0493483895835948,0.0509521286014243,0.0493483895835948
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_3_g0_1_p0_3,tear_lane,crack_tunnel,shape,606,crack/tunnel-like weak links,crack_tunnel_a3_3_g0_1_p0_3|tear_lane|crack_tunnel|alpha=3.3|gamma=0.1|p=0.3,3.3,0.1,0.3,0.72980392156863,0.1,0.300217864923747,0.192781167789464,0.206051379216169,0.192781167789464,shapeScore,0.0583505439402631,0.120172619114206,0.0583505439402631
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_1,combined,boundary_constriction,shape,101,combined physical bottleneck,combined_a3_3_g0_05_p0_1|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.1,3.3,0.05,0.1,0.904793028322441,0.05,0.100217864923747,0.192816959084076,0.207168020236843,0.192816959084076,shapeScore,0.0483139309097259,0.0636563547392744,0.0483139309097259
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_3,combined,boundary_constriction,conductance,101,combined physical bottleneck,combined_a3_3_g0_05_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.3,3.3,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.194199480512701,0.192854534335407,0.192854534335407,conductanceScore,0.0541607112403887,0.059753340579218,0.059753340579218
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_7_g0_05_p0_2,combined,boundary_constriction,shape,101,combined physical bottleneck,combined_a3_7_g0_05_p0_2|combined|boundary_constriction|alpha=3.7|gamma=0.05|p=0.2,3.7,0.05,0.2,0.810000000000001,0.05,0.2,0.193017736344336,0.19557626758415,0.193017736344336,shapeScore,0.050896289160911,0.0463063729608812,0.050896289160911
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_3,combined,boundary_constriction,shape,101,combined physical bottleneck,combined_a3_3_g0_1_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.3,3.3,0.1,0.3,0.729803921568629,0.1,0.300217864923747,0.193133648797812,0.197192337526006,0.193133648797812,shapeScore,0.0497139469209506,0.047087181206988,0.0497139469209506
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,anisotropic_gap_control,anisotropic,anisotropic,shape,606,anisotropic control,anisotropic_gap_control|anisotropic|anisotropic|alpha=3.7|gamma=0.01|p=0.08,3.7,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,0.193164975390828,0.200629012888039,0.193164975390828,shapeScore,0.0486004253483235,0.050281476734981,0.0486004253483235
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_2,combined,boundary_constriction,shape,101,combined physical bottleneck,combined_a3_3_g0_05_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.2,3.3,0.05,0.2,0.810000000000001,0.05,0.2,0.193190812029239,0.1937466315135,0.193190812029239,shapeScore,0.0534951298194824,0.0463505730047631,0.0534951298194824
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,contact_relaxed_a3_3_g0_4_p0_3,contact_relaxation,contact_relaxed,conductance,606,contact-relaxed weak links,contact_relaxed_a3_3_g0_4_p0_3|contact_relaxation|contact_relaxed|alpha=3.3|gamma=0.4|p=0.3,3.3,0.4,0.3,0.819869281045749,0.4,0.300217864923747,0.206794765886677,0.19325038148637,0.19325038148637,conductanceScore,0.0491202438426011,0.0554845268772084,0.0554845268772084
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_2,combined,boundary_constriction,conductance,606,combined physical bottleneck,combined_a3_3_g0_05_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.2,3.3,0.05,0.2,0.810000000000001,0.05,0.2,0.193628860128501,0.193257240236113,0.193257240236113,conductanceScore,0.0606354078449064,0.0461433629369383,0.0461433629369383
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a4_1_g0_05_p0_2,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a4_1_g0_05_p0_2|combined|boundary_constriction|alpha=4.1|gamma=0.05|p=0.2,4.1,0.05,0.2,0.810000000000001,0.05,0.2,0.193258195673545,0.19515437089981,0.193258195673545,shapeScore,0.0533150454059786,0.0484329059182072,0.0533150454059786
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_101/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a4_1_g0_05_p0_3,tear_lane,crack_tunnel,shape,101,crack/tunnel-like weak links,crack_tunnel_a4_1_g0_05_p0_3|tear_lane|crack_tunnel|alpha=4.1|gamma=0.05|p=0.3,4.1,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.193272428149586,0.230350733972354,0.193272428149586,shapeScore,0.0533286334505379,0.200561198462763,0.0533286334505379
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_7_g0_1_p0_3,tear_lane,crack_tunnel,shape,202,crack/tunnel-like weak links,crack_tunnel_a3_7_g0_1_p0_3|tear_lane|crack_tunnel|alpha=3.7|gamma=0.1|p=0.3,3.7,0.1,0.3,0.72980392156863,0.1,0.300217864923747,0.193274712581999,0.208886176983895,0.193274712581999,shapeScore,0.0521693411352434,0.130743598583871,0.0521693411352434
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_3,combined,boundary_constriction,conductance,202,combined physical bottleneck,combined_a3_3_g0_1_p0_3|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.3,3.3,0.1,0.3,0.729803921568629,0.1,0.300217864923747,0.192054059944126,0.193390962318491,0.193390962318491,conductanceScore,0.0543340553524824,0.0484703542047769,0.0484703542047769
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_808/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_7_g0_05_p0_3,tear_lane,crack_tunnel,shape,808,crack/tunnel-like weak links,crack_tunnel_a3_7_g0_05_p0_3|tear_lane|crack_tunnel|alpha=3.7|gamma=0.05|p=0.3,3.7,0.05,0.3,0.714793028322442,0.05,0.300217864923747,0.193449675533376,0.228028822890053,0.193449675533376,shapeScore,0.0569890546871988,0.187469226987521,0.0569890546871988
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,crack_tunnel_a3_3_g0_1_p0_2,tear_lane,crack_tunnel,conductance,202,crack/tunnel-like weak links,crack_tunnel_a3_3_g0_1_p0_2|tear_lane|crack_tunnel|alpha=3.3|gamma=0.1|p=0.2,3.3,0.1,0.2,0.819607843137257,0.1,0.200435729847495,0.200186844820006,0.193455799124381,0.193455799124381,conductanceScore,0.0573055778571359,0.0468814196920427,0.0468814196920427
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_05_p0_1,combined,boundary_constriction,shape,606,combined physical bottleneck,combined_a3_3_g0_05_p0_1|combined|boundary_constriction|alpha=3.3|gamma=0.05|p=0.1,3.3,0.05,0.1,0.904793028322441,0.05,0.100217864923747,0.193478132102996,0.204770451867638,0.193478132102996,shapeScore,0.0508339536033773,0.061310090274751,0.0508339536033773
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_606/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_3_g0_1_p0_2,combined,boundary_constriction,shape,606,combined physical bottleneck,combined_a3_3_g0_1_p0_2|combined|boundary_constriction|alpha=3.3|gamma=0.1|p=0.2,3.3,0.1,0.2,0.820000000000001,0.1,0.2,0.193512356477422,0.199810311107519,0.193512356477422,shapeScore,0.0517873500010479,0.050613746322179,0.0517873500010479
AS006,v7.4.6,gap_tied_weak_links_phase3_seed,/Users/asewaket/Documents/LTSpice Superconducting Circuit/matlab_v7_4_6_files/outputs/v7_4_6_as006_gap_weaklink_v800_phase3_seed_202/AS006_v7_4_6_gap_weaklink_scores.csv,combined_a3_7_g0_1_p0_3,combined,boundary_constriction,shape,202,combined physical bottleneck,combined_a3_7_g0_1_p0_3|combined|boundary_constriction|alpha=3.7|gamma=0.1|p=0.3,3.7,0.1,0.3,0.729803921568629,0.1,0.300217864923747,0.193572826535272,0.195409615835962,0.193572826535272,shapeScore,0.0534499340367921,0.0484750886916027,0.0534499340367921
